sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"1530392845.32140","search index=""parse_chat"" filename=* | fields type |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1530392845.181614",0,"UI:Search",53,1530392845,7,53,completed,"0.197","1529823600.000000000","1530392845.000000000","1529823600.000000000","1530392845.000000000",,,,,,,,,,,,,,,,,,
"1530392859.32141","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1530392859.502140",0,"UI:Search",53,1530392859,7,53,completed,"0.18","1529823600.000000000","1530392859.000000000","1529823600.000000000","1530392859.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__search__search36_1530392890.32142","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1530392890.387252",0,"UI:Dashboard:parse_chat_travel_drive_post_process",53,1530392890,7,53,completed,"0.17300000000000001","1529823600.000000000","1530392890.000000000","1529823600.000000000","1530392890.000000000",search36,,,,,,,,,,,,,,,,,
"1530392890.32145","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530392890.974242",0,"UI:Search",186,1530392891,40,4785,completed,"0.532",,,,,,,,,,,,,,,,,,,,,,
"1530392913.32154","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=*izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530392913.436793",0,"UI:Search",186,1530392913,40,4785,completed,"0.43",,,,,,,,,,,,,,,,,,,,,,
"1530392975.32155","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=*izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530392975.763444",0,"UI:Search",0,1530392976,0,33,completed,"0.136","1530306000.000000000","1530392975.000000000","1530306000.000000000","1530392975.000000000",,,,,,,,,,,,,,,,,,
"1530392992.32156","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530392992.138804",0,"UI:Search",0,1530392992,0,33,completed,"0.34500000000000003","1530306000.000000000","1530392992.000000000","1530306000.000000000","1530392992.000000000",,,,,,,,,,,,,,,,,,
"1530393003.32157","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzy* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393003.974531",0,"UI:Search",0,1530393004,0,33,completed,"0.16","1530306000.000000000","1530393003.000000000","1530306000.000000000","1530393003.000000000",,,,,,,,,,,,,,,,,,
"1530393012.32163","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla*  | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393012.073327",0,"UI:Search",0,1530393012,0,33,completed,"0.116","1530306000.000000000","1530393012.000000000","1530306000.000000000","1530393012.000000000",,,,,,,,,,,,,,,,,,
"1530393020.32164","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla*  | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393020.328538",0,"UI:Search",186,1530393020,40,4785,completed,"0.47100000000000003",,,,,,,,,,,,,,,,,,,,,,
"1530393096.32171","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393096.392165",0,"UI:Search",0,1530393096,0,33,completed,"0.196","1530306000.000000000","1530393096.000000000","1530306000.000000000","1530393096.000000000",,,,,,,,,,,,,,,,,,
"1530393102.32172","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393102.570023",0,"UI:Search",186,1530393102,40,4785,completed,"0.519",,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search51_1530393279.32177","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1530393279.884734",0,"UI:Dashboard:parse_chat_travel_drive_post_process",2,1530393282,2,2,completed,"0.546","1530392940.000000000","1530393279.000000000","1530392979.000000000","1530393282.059759000",search51,,,,,,,,,,,,,,,,,
"admin__admin__search__search57_1530393279.32182","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1530393279.925638",0,"UI:Dashboard:parse_chat_travel_drive_post_process",176,1530393282,27,176,completed,"0.721",,,,,search57,,,,,,,,,,,,,,,,,
"admin__admin__search__search62_1530393280.32185","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1530393280.092781",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1044,1530393284,5,1044,completed,"0.41600000000000004",,,,,search62,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1530393280.32189","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1530393280.156133",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3349,1530393284,3349,4785,completed,"1.1440000000000001",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"1530393350.32203","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search  model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393350.213745",0,"UI:Search",0,1530393350,0,4785,completed,"0.341",,,,,,,,,,,,,,,,,,,,,,
"1530393362.32204","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search  model=*izzy** | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393362.844560",0,"UI:Search",4,1530393362,39,4785,completed,"0.308",,,,,,,,,,,,,,,,,,,,,,
"1530393375.32205","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search  model=izzy** | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393375.808519",0,"UI:Search",0,1530393376,0,4785,completed,"0.358",,,,,,,,,,,,,,,,,,,,,,
"1530393913.32211","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=*izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530393913.626177",0,"UI:Search",190,1530393913,40,4794,completed,"0.506",,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search53_1530393945.32213","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1530393945.170799",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4,1530393945,87,4,completed,"0.127","1530342000.000000000","1530393945.000000000","1530342000.000000000","1530393945.000000000",search53,,,,,,,,,,,,,,,,,
"admin__admin__search__search70_1530394173.32221","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1530394173.720734",0,"UI:Dashboard:parse_chat_travel_drive_post_process",190,1530394175,40,3354,completed,"1.7610000000000001",,,,,search70,,,,,,,,,,,,,,,,,
"admin__admin__search__search71_1530394173.32224","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" | top 100 model","Jonathons-MacBook-Air.local","1530394173.754867",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3354,1530394176,100,3354,completed,"1.875",,,,,search71,,,,,,,,,,,,,,,,,
"admin__admin__search__search73_1530394173.32225","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1530394173.873733",0,"UI:Dashboard:parse_chat_travel_drive_post_process",176,1530394178,27,176,completed,"0.386",,,,,search73,,,,,,,,,,,,,,,,,
"admin__admin__search__search76_1530394173.32226","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1530394173.948965",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4795,1530394176,5,4795,completed,"0.932",,,,,search76,,,,,,,,,,,,,,,,,
"admin__admin__search__search77_1530394173.32228","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1530394173.970526",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3354,1530394176,5,3354,completed,"1.068",,,,,search77,,,,,,,,,,,,,,,,,
"admin__admin__search__search80_1530394173.32230","search index=parse_chat filename!=*xvideo* filename!=*xham* filename!=*chaturbate* filename!=*myfree* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1530394173.988996",0,"UI:Dashboard:parse_chat_travel_drive_post_process",219,1530394176,5,219,completed,"0.987",,,,,search80,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1530394174.32231","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1530394174.023977",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4794,1530394176,4794,4795,completed,"2.065",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1530394174.32232","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1530394174.138503",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3354,1530394177,3354,4795,completed,"1.412",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search84_1530394374.32246","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1530394374.894311",0,"UI:Dashboard:parse_chat_travel_drive_post_process",37,1530394377,88,37,completed,"0.558","1530342000.000000000","1530394374.000000000","1530342000.000000000","1530394374.000000000",search84,,,,,,,,,,,,,,,,,
"admin__admin__search__search88_1530394374.32250","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}""  | eval hours=round((duration / 60 / 60),1) |  sort - hours | top 50 model","Jonathons-MacBook-Air.local","1530394374.929326",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3354,1530394377,50,3354,completed,"1.758",,,,,search88,,,,,,,,,,,,,,,,,
"admin__admin__search__search89_1530394374.32251","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1530394374.978847",0,"UI:Dashboard:parse_chat_travel_drive_post_process",176,1530394377,27,176,completed,"0.751",,,,,search89,,,,,,,,,,,,,,,,,
"admin__admin__search__search92_1530394374.32252","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1530394375.008040",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4795,1530394377,5,4795,completed,"1.025",,,,,search92,,,,,,,,,,,,,,,,,
"admin__admin__search__search96_1530394375.32256","search index=parse_chat filename!=*xvideo* filename!=*xham* filename!=*chaturbate* filename!=*myfree* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1530394375.187662",0,"UI:Dashboard:parse_chat_travel_drive_post_process",219,1530394379,5,219,completed,"0.624",,,,,search96,,,,,,,,,,,,,,,,,
"1530394396.32268","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" | search model=izzywarm","Jonathons-MacBook-Air.local","1530394396.475161",0,"UI:Search",4,1530394396,4,4,completed,"0.192","1530393000.000000000","1530393600.000000000","1530393000.000000000","1530393600.000000000",,,,,,,,,,,,,,,,,,
